CustomerId,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment_Concat,RFM_Score,RFM_Level,Cluster
88754,205,3,186.95,3,1,4,314,8.0,Champions,1
88881,49,4,212.0,4,1,4,414,9.0,Can't Lose Them,1
88970,252,2,138.0,3,1,4,314,8.0,Champions,1
89078,485,3,197.0,2,1,4,214,7.0,Loyal,1
89079,155,3,186.95,4,1,4,414,9.0,Can't Lose Them,1
89229,240,3,337.0,3,1,4,314,8.0,Champions,1
89297,156,3,456.0,4,1,4,414,9.0,Can't Lose Them,1
89375,216,6,132.8,3,1,4,314,8.0,Champions,1
89410,44,3,353.0,4,1,4,414,9.0,Can't Lose Them,1
89438,692,2,298.0,1,1,4,114,6.0,Potential,1
89499,43,5,206.0,4,1,4,414,9.0,Can't Lose Them,1
89531,157,3,242.0,4,1,4,414,9.0,Can't Lose Them,1
89533,10,16,1962.0,4,2,4,424,10.0,Can't Lose Them,1
89692,365,2,164.0,3,1,4,314,8.0,Champions,1
89752,86,3,296.0,4,1,4,414,9.0,Can't Lose Them,1
89986,716,3,199.0,1,1,4,114,6.0,Potential,1
90042,56,7,203.95,4,1,4,414,9.0,Can't Lose Them,1
90554,112,2,357.0,4,1,4,414,9.0,Can't Lose Them,1
90591,275,3,316.0,3,1,4,314,8.0,Champions,1
90658,474,2,188.0,2,1,4,214,7.0,Loyal,1
90660,416,2,208.0,2,1,4,214,7.0,Loyal,1
90669,470,2,237.0,2,1,4,214,7.0,Loyal,1
90705,8,5,389.0,4,1,4,414,9.0,Can't Lose Them,1
90732,115,3,60.0,4,1,2,412,7.0,Loyal,1
90743,113,4,558.0,4,1,4,414,9.0,Can't Lose Them,1
90757,91,4,187.95,4,1,4,414,9.0,Can't Lose Them,1
90763,50,4,122.95,4,1,3,413,8.0,Champions,1
90782,8,3,306.0,4,1,4,414,9.0,Can't Lose Them,1
90831,66,5,345.0,4,1,4,414,9.0,Can't Lose Them,1
90860,390,20,1112.0,2,2,4,224,8.0,Champions,1
90876,47,3,178.0,4,1,4,414,9.0,Can't Lose Them,1
90878,117,3,339.0,4,1,4,414,9.0,Can't Lose Them,1
90939,400,2,289.0,2,1,4,214,7.0,Loyal,1
91028,47,3,156.0,4,1,4,414,9.0,Can't Lose Them,1
91140,293,3,196.0,3,1,4,314,8.0,Champions,1
91149,265,2,158.0,3,1,4,314,8.0,Champions,1
91163,214,5,389.99,3,1,4,314,8.0,Champions,1
91283,393,2,139.0,2,1,4,214,7.0,Loyal,1
91289,235,4,275.0,3,1,4,314,8.0,Champions,1
91438,245,2,88.95,3,1,3,313,7.0,Loyal,1
91586,110,8,719.0,4,1,4,414,9.0,Can't Lose Them,1
91700,124,2,104.0,4,1,3,413,8.0,Champions,1
91703,90,6,377.0,4,1,4,414,9.0,Can't Lose Them,1
91951,62,4,172.0,4,1,4,414,9.0,Can't Lose Them,1
92040,240,2,266.0,3,1,4,314,8.0,Champions,1
92118,384,3,173.0,2,1,4,214,7.0,Loyal,1
92204,507,2,174.0,2,1,4,214,7.0,Loyal,1
92208,33,12,633.0,4,1,4,414,9.0,Can't Lose Them,1
92282,143,3,257.0,4,1,4,414,9.0,Can't Lose Them,1
92926,232,2,278.0,3,1,4,314,8.0,Champions,1
92927,65,4,127.0,4,1,3,413,8.0,Champions,1
92929,58,4,222.0,4,1,4,414,9.0,Can't Lose Them,1
92940,9,5,235.0,4,1,4,414,9.0,Can't Lose Them,1
92955,204,3,288.0,3,1,4,314,8.0,Champions,1
92965,129,4,281.95,4,1,4,414,9.0,Can't Lose Them,1
92972,14,7,380.0,4,1,4,414,9.0,Can't Lose Them,1
93012,99,9,287.0,4,1,4,414,9.0,Can't Lose Them,1
93024,272,6,304.0,3,1,4,314,8.0,Champions,1
93081,11,7,605.0,4,1,4,414,9.0,Can't Lose Them,1
93312,144,3,114.49,4,1,3,413,8.0,Champions,1
93384,15,6,576.0,4,1,4,414,9.0,Can't Lose Them,1
93427,453,5,250.0,2,1,4,214,7.0,Loyal,1
93632,14,9,371.9,4,1,4,414,9.0,Can't Lose Them,1
93734,32,4,239.0,4,1,4,414,9.0,Can't Lose Them,1
93986,185,4,176.0,3,1,4,314,8.0,Champions,1
94357,425,2,114.0,2,1,3,213,6.0,Potential,1
94370,343,2,129.0,3,1,3,313,7.0,Loyal,1
94412,40,4,750.0,4,1,4,414,9.0,Can't Lose Them,1
94419,31,4,226.0,4,1,4,414,9.0,Can't Lose Them,1
94432,89,5,47.0,4,1,2,412,7.0,Loyal,1
94456,86,5,249.0,4,1,4,414,9.0,Can't Lose Them,1
94468,77,4,276.0,4,1,4,414,9.0,Can't Lose Them,1
94623,288,6,778.0,3,1,4,314,8.0,Champions,1
94790,40,6,510.0,4,1,4,414,9.0,Can't Lose Them,1
94827,15,6,666.99,4,1,4,414,9.0,Can't Lose Them,1
94857,602,2,151.0,1,1,4,114,6.0,Potential,1
94862,381,4,208.0,2,1,4,214,7.0,Loyal,1
94961,174,6,412.5,4,1,4,414,9.0,Can't Lose Them,1
94964,33,3,97.0,4,1,3,413,8.0,Champions,1
94980,101,3,96.0,4,1,3,413,8.0,Champions,1
94987,163,3,147.0,4,1,4,414,9.0,Can't Lose Them,1
95072,318,5,180.0,3,1,4,314,8.0,Champions,1
95079,8,5,200.95,4,1,4,414,9.0,Can't Lose Them,1
95097,35,7,317.84999999999997,4,1,4,414,9.0,Can't Lose Them,1
95195,457,2,199.0,2,1,4,214,7.0,Loyal,1
95242,219,3,245.0,3,1,4,314,8.0,Champions,1
95282,310,5,184.0,3,1,4,314,8.0,Champions,1
95504,44,3,127.99000000000001,4,1,3,413,8.0,Champions,1
95511,105,7,367.0,4,1,4,414,9.0,Can't Lose Them,1
95527,140,6,236.0,4,1,4,414,9.0,Can't Lose Them,1
95621,18,3,166.0,4,1,4,414,9.0,Can't Lose Them,1
95652,232,2,209.0,3,1,4,314,8.0,Champions,1
95662,418,5,321.9,2,1,4,214,7.0,Loyal,1
95666,21,8,610.0,4,1,4,414,9.0,Can't Lose Them,1
95673,91,6,316.0,4,1,4,414,9.0,Can't Lose Them,1
95682,38,3,259.0,4,1,4,414,9.0,Can't Lose Them,1
95731,3,8,529.0,4,1,4,414,9.0,Can't Lose Them,1
95742,109,4,343.9,4,1,4,414,9.0,Can't Lose Them,1
95799,50,7,301.95,4,1,4,414,9.0,Can't Lose Them,1
95855,65,4,252.95,4,1,4,414,9.0,Can't Lose Them,1
95866,539,3,76.99,2,1,3,213,6.0,Potential,1
95881,224,3,183.0,3,1,4,314,8.0,Champions,1
95903,9,4,401.0,4,1,4,414,9.0,Can't Lose Them,1
95916,295,2,167.0,3,1,4,314,8.0,Champions,1
95921,175,2,94.0,4,1,3,413,8.0,Champions,1
95983,36,3,354.0,4,1,4,414,9.0,Can't Lose Them,1
95989,22,5,132.95,4,1,4,414,9.0,Can't Lose Them,1
95998,471,2,333.0,2,1,4,214,7.0,Loyal,1
96045,66,3,203.0,4,1,4,414,9.0,Can't Lose Them,1
96068,204,3,606.0,3,1,4,314,8.0,Champions,1
96097,115,3,117.0,4,1,3,413,8.0,Champions,1
96292,26,16,612.99,4,2,4,424,10.0,Can't Lose Them,1
96307,264,3,166.0,3,1,4,314,8.0,Champions,1
96318,221,9,326.0,3,1,4,314,8.0,Champions,1
96365,354,3,172.0,3,1,4,314,8.0,Champions,1
96391,603,2,198.0,1,1,4,114,6.0,Potential,1
96409,649,2,177.0,1,1,4,114,6.0,Potential,1
96441,341,3,97.0,3,1,3,313,7.0,Loyal,1
96489,81,2,219.0,4,1,4,414,9.0,Can't Lose Them,1
96524,84,3,197.0,4,1,4,414,9.0,Can't Lose Them,1
96586,143,2,140.0,4,1,4,414,9.0,Can't Lose Them,1
96609,169,3,83.0,4,1,3,413,8.0,Champions,1
96629,48,24,1579.5,4,2,4,424,10.0,Can't Lose Them,1
96744,48,4,287.9,4,1,4,414,9.0,Can't Lose Them,1
96747,25,15,836.8000000000001,4,2,4,424,10.0,Can't Lose Them,1
97846,113,7,593.5,4,1,4,414,9.0,Can't Lose Them,1
98283,309,3,47.0,3,1,2,312,6.0,Potential,1
99797,162,3,60.0,4,1,2,412,7.0,Loyal,1
101423,77,3,123.0,4,1,3,413,8.0,Champions,1
101545,104,2,214.0,4,1,4,414,9.0,Can't Lose Them,1
102031,87,3,356.0,4,1,4,414,9.0,Can't Lose Them,1
102369,199,5,273.0,3,1,4,314,8.0,Champions,1
102783,146,15,524.95,4,2,4,424,10.0,Can't Lose Them,1
102929,82,3,117.99000000000001,4,1,3,413,8.0,Champions,1
103241,8,9,655.5,4,1,4,414,9.0,Can't Lose Them,1
103251,404,3,153.0,2,1,4,214,7.0,Loyal,1
103292,300,4,129.0,3,1,3,313,7.0,Loyal,1
103429,162,6,439.5,4,1,4,414,9.0,Can't Lose Them,1
103514,221,3,93.9,3,1,3,313,7.0,Loyal,1
103873,2,6,349.0,4,1,4,414,9.0,Can't Lose Them,1
104385,362,2,134.0,3,1,4,314,8.0,Champions,1
104867,293,2,124.0,3,1,3,313,7.0,Loyal,1
105347,334,2,121.0,3,1,3,313,7.0,Loyal,1
106159,21,8,372.0,4,1,4,414,9.0,Can't Lose Them,1
106211,210,2,117.99,3,1,3,313,7.0,Loyal,1
106213,37,5,148.9,4,1,4,414,9.0,Can't Lose Them,1
106220,33,4,561.0,4,1,4,414,9.0,Can't Lose Them,1
106361,159,17,1162.8000000000002,4,2,4,424,10.0,Can't Lose Them,1
106460,80,3,316.0,4,1,4,414,9.0,Can't Lose Them,1
106486,413,4,251.0,2,1,4,214,7.0,Loyal,1
106665,420,8,464.0,2,1,4,214,7.0,Loyal,1
107118,9,10,393.45,4,1,4,414,9.0,Can't Lose Them,1
107286,407,2,120.0,2,1,3,213,6.0,Potential,1
107495,513,3,192.0,2,1,4,214,7.0,Loyal,1
108983,260,4,246.0,3,1,4,314,8.0,Champions,1
109119,169,3,92.9,4,1,3,413,8.0,Champions,1
109195,16,4,177.0,4,1,4,414,9.0,Can't Lose Them,1
109240,657,3,202.0,1,1,4,114,6.0,Potential,1
109255,87,7,231.95,4,1,4,414,9.0,Can't Lose Them,1
109347,247,8,274.0,3,1,4,314,8.0,Champions,1
109357,108,4,302.9,4,1,4,414,9.0,Can't Lose Them,1
109435,497,3,203.0,2,1,4,214,7.0,Loyal,1
109506,258,4,330.9,3,1,4,314,8.0,Champions,1
109538,144,17,1370.0,4,2,4,424,10.0,Can't Lose Them,1
109558,122,4,125.0,4,1,3,413,8.0,Champions,1
109628,380,2,218.0,2,1,4,214,7.0,Loyal,1
109652,111,2,176.0,4,1,4,414,9.0,Can't Lose Them,1
109745,96,3,200.0,4,1,4,414,9.0,Can't Lose Them,1
109882,208,5,205.0,3,1,4,314,8.0,Champions,1
109951,486,2,128.0,2,1,3,213,6.0,Potential,1
109972,143,5,229.0,4,1,4,414,9.0,Can't Lose Them,1
110036,87,5,153.89,4,1,4,414,9.0,Can't Lose Them,1
110109,338,2,99.0,3,1,3,313,7.0,Loyal,1
110111,37,3,159.0,4,1,4,414,9.0,Can't Lose Them,1
110142,378,3,162.0,2,1,4,214,7.0,Loyal,1
110224,516,3,87.5,2,1,3,213,6.0,Potential,1
110289,252,2,95.0,3,1,3,313,7.0,Loyal,1
110316,9,4,403.0,4,1,4,414,9.0,Can't Lose Them,1
110473,53,7,356.0,4,1,4,414,9.0,Can't Lose Them,1
110538,48,3,394.0,4,1,4,414,9.0,Can't Lose Them,1
110804,312,2,103.0,3,1,3,313,7.0,Loyal,1
111281,148,4,150.95,4,1,4,414,9.0,Can't Lose Them,1
111297,136,4,205.0,4,1,4,414,9.0,Can't Lose Them,1
111302,540,3,295.0,2,1,4,214,7.0,Loyal,1
111332,135,4,198.0,4,1,4,414,9.0,Can't Lose Them,1
111338,384,4,332.0,2,1,4,214,7.0,Loyal,1
111345,35,9,442.0,4,1,4,414,9.0,Can't Lose Them,1
111362,358,2,152.0,3,1,4,314,8.0,Champions,1
111374,286,2,347.0,3,1,4,314,8.0,Champions,1
111386,208,3,136.0,3,1,4,314,8.0,Champions,1
111413,23,3,236.0,4,1,4,414,9.0,Can't Lose Them,1
111480,53,11,355.0,4,1,4,414,9.0,Can't Lose Them,1
111513,207,5,93.0,3,1,3,313,7.0,Loyal,1
111782,44,4,402.0,4,1,4,414,9.0,Can't Lose Them,1
112037,40,4,206.0,4,1,4,414,9.0,Can't Lose Them,1
112220,78,2,143.0,4,1,4,414,9.0,Can't Lose Them,1
112557,32,4,265.0,4,1,4,414,9.0,Can't Lose Them,1
112581,146,3,233.0,4,1,4,414,9.0,Can't Lose Them,1
112596,114,4,242.0,4,1,4,414,9.0,Can't Lose Them,1
112691,385,4,175.0,2,1,4,214,7.0,Loyal,1
112721,385,5,125.0,2,1,3,213,6.0,Potential,1
112737,118,12,604.5,4,1,4,414,9.0,Can't Lose Them,1
112792,280,3,99.0,3,1,3,313,7.0,Loyal,1
112897,20,5,264.0,4,1,4,414,9.0,Can't Lose Them,1
113100,159,2,78.0,4,1,3,413,8.0,Champions,1
113125,446,2,168.0,2,1,4,214,7.0,Loyal,1
113269,305,4,382.0,3,1,4,314,8.0,Champions,1
113293,169,5,174.0,4,1,4,414,9.0,Can't Lose Them,1
113512,99,2,208.0,4,1,4,414,9.0,Can't Lose Them,1
113664,144,4,248.0,4,1,4,414,9.0,Can't Lose Them,1
113676,58,4,273.0,4,1,4,414,9.0,Can't Lose Them,1
113742,62,16,1024.9,4,2,4,424,10.0,Can't Lose Them,1
113942,38,11,1045.0,4,1,4,414,9.0,Can't Lose Them,1
114088,144,5,297.0,4,1,4,414,9.0,Can't Lose Them,1
114199,270,4,273.0,3,1,4,314,8.0,Champions,1
114221,163,3,163.0,4,1,4,414,9.0,Can't Lose Them,1
114518,102,5,556.0,4,1,4,414,9.0,Can't Lose Them,1
114601,16,14,769.0,4,2,4,424,10.0,Can't Lose Them,1
114635,42,7,854.0,4,1,4,414,9.0,Can't Lose Them,1
114653,36,33,1550.0,4,3,4,434,11.0,Can't Lose Them,1
114669,108,5,172.0,4,1,4,414,9.0,Can't Lose Them,1
114739,77,3,192.99,4,1,4,414,9.0,Can't Lose Them,1
114750,115,5,173.0,4,1,4,414,9.0,Can't Lose Them,1
114757,532,3,84.0,2,1,3,213,6.0,Potential,1
114779,26,24,1655.0,4,2,4,424,10.0,Can't Lose Them,1
114829,143,6,479.0,4,1,4,414,9.0,Can't Lose Them,1
114976,56,4,192.95,4,1,4,414,9.0,Can't Lose Them,1
115340,27,8,508.0,4,1,4,414,9.0,Can't Lose Them,1
115884,34,4,402.0,4,1,4,414,9.0,Can't Lose Them,1
116426,197,7,379.5,3,1,4,314,8.0,Champions,1
116561,147,9,854.0,4,1,4,414,9.0,Can't Lose Them,1
116881,32,3,176.0,4,1,4,414,9.0,Can't Lose Them,1
117484,180,11,447.0,4,1,4,414,9.0,Can't Lose Them,1
118252,376,3,255.0,2,1,4,214,7.0,Loyal,1
118348,37,3,76.5,4,1,3,413,8.0,Champions,1
119215,120,3,44.0,4,1,2,412,7.0,Loyal,1
119386,115,9,369.95,4,1,4,414,9.0,Can't Lose Them,1
120218,466,3,102.99,2,1,3,213,6.0,Potential,1
120347,247,2,163.0,3,1,4,314,8.0,Champions,1
120449,189,5,237.0,3,1,4,314,8.0,Champions,1
120589,229,3,367.0,3,1,4,314,8.0,Champions,1
120752,57,2,118.0,4,1,3,413,8.0,Champions,1
122043,129,2,104.0,4,1,3,413,8.0,Champions,1
122464,159,4,64.99,4,1,2,412,7.0,Loyal,1
123182,434,4,106.0,2,1,3,213,6.0,Potential,1
123288,480,3,102.0,2,1,3,213,6.0,Potential,1
124978,33,2,236.0,4,1,4,414,9.0,Can't Lose Them,1
125165,90,4,219.0,4,1,4,414,9.0,Can't Lose Them,1
125299,50,16,962.0,4,2,4,424,10.0,Can't Lose Them,1
125753,41,3,133.0,4,1,4,414,9.0,Can't Lose Them,1
125808,48,4,129.95,4,1,4,414,9.0,Can't Lose Them,1
126649,285,3,223.0,3,1,4,314,8.0,Champions,1
126652,181,3,734.0,4,1,4,414,9.0,Can't Lose Them,1
126714,451,7,316.0,2,1,4,214,7.0,Loyal,1
126761,29,4,137.9,4,1,4,414,9.0,Can't Lose Them,1
126866,315,2,104.0,3,1,3,313,7.0,Loyal,1
127296,544,2,217.99,2,1,4,214,7.0,Loyal,1
127400,12,6,291.5,4,1,4,414,9.0,Can't Lose Them,1
127806,152,2,286.0,4,1,4,414,9.0,Can't Lose Them,1
128047,12,4,255.0,4,1,4,414,9.0,Can't Lose Them,1
129027,26,7,485.0,4,1,4,414,9.0,Can't Lose Them,1
129051,384,3,523.0,2,1,4,214,7.0,Loyal,1
129082,138,4,353.0,4,1,4,414,9.0,Can't Lose Them,1
129101,135,5,156.0,4,1,4,414,9.0,Can't Lose Them,1
129116,23,5,154.0,4,1,4,414,9.0,Can't Lose Them,1
129181,10,6,337.0,4,1,4,414,9.0,Can't Lose Them,1
129387,370,2,148.0,2,1,4,214,7.0,Loyal,1
129559,160,2,73.0,4,1,3,413,8.0,Champions,1
130044,460,3,86.5,2,1,3,213,6.0,Potential,1
131051,13,7,310.99,4,1,4,414,9.0,Can't Lose Them,1
131056,40,5,631.0,4,1,4,414,9.0,Can't Lose Them,1
131097,9,6,446.0,4,1,4,414,9.0,Can't Lose Them,1
131374,211,3,136.0,3,1,4,314,8.0,Champions,1
132386,29,3,217.9,4,1,4,414,9.0,Can't Lose Them,1
132495,61,3,287.0,4,1,4,414,9.0,Can't Lose Them,1
132815,233,3,48.0,3,1,2,312,6.0,Potential,1
132825,39,9,508.95,4,1,4,414,9.0,Can't Lose Them,1
132832,25,5,164.0,4,1,4,414,9.0,Can't Lose Them,1
132880,608,3,153.0,1,1,4,114,6.0,Potential,1
133044,324,3,215.0,3,1,4,314,8.0,Champions,1
133080,209,2,81.0,3,1,3,313,7.0,Loyal,1
133284,369,2,149.0,2,1,4,214,7.0,Loyal,1
133301,364,4,100.0,3,1,3,313,7.0,Loyal,1
133354,384,4,208.0,2,1,4,214,7.0,Loyal,1
133448,401,3,388.0,2,1,4,214,7.0,Loyal,1
133527,25,5,198.99,4,1,4,414,9.0,Can't Lose Them,1
134708,147,2,104.0,4,1,3,413,8.0,Champions,1
135356,123,2,116.0,4,1,3,413,8.0,Champions,1
135454,54,3,138.0,4,1,4,414,9.0,Can't Lose Them,1
135543,87,11,687.99,4,1,4,414,9.0,Can't Lose Them,1
135559,469,4,166.99,2,1,4,214,7.0,Loyal,1
135637,76,2,326.0,4,1,4,414,9.0,Can't Lose Them,1
135739,408,3,129.0,2,1,3,213,6.0,Potential,1
135818,43,8,289.0,4,1,4,414,9.0,Can't Lose Them,1
135955,55,2,252.0,4,1,4,414,9.0,Can't Lose Them,1
136182,485,4,72.0,2,1,3,213,6.0,Potential,1
136583,634,2,137.0,1,1,4,114,6.0,Potential,1
136610,461,2,221.0,2,1,4,214,7.0,Loyal,1
136696,8,4,301.0,4,1,4,414,9.0,Can't Lose Them,1
136769,143,2,88.0,4,1,3,413,8.0,Champions,1
136943,50,2,169.0,4,1,4,414,9.0,Can't Lose Them,1
138272,457,4,406.0,2,1,4,214,7.0,Loyal,1
138299,83,10,367.0,4,1,4,414,9.0,Can't Lose Them,1
138394,157,3,193.0,4,1,4,414,9.0,Can't Lose Them,1
138480,153,5,167.99,4,1,4,414,9.0,Can't Lose Them,1
138585,106,5,124.0,4,1,3,413,8.0,Champions,1
139392,460,3,192.0,2,1,4,214,7.0,Loyal,1
139416,83,4,375.0,4,1,4,414,9.0,Can't Lose Them,1
139429,52,5,192.0,4,1,4,414,9.0,Can't Lose Them,1
139736,327,4,405.0,3,1,4,314,8.0,Champions,1
140079,148,4,132.0,4,1,4,414,9.0,Can't Lose Them,1
140117,22,7,899.0,4,1,4,414,9.0,Can't Lose Them,1
140120,109,3,59.0,4,1,2,412,7.0,Loyal,1
140497,30,2,357.0,4,1,4,414,9.0,Can't Lose Them,1
