CustomerId,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment_Concat,RFM_Score,RFM_Level,Cluster
84078,123,3,228.0,4,1,4,414,9.0,Can't Lose Them,2
84111,93,2,288.0,4,1,4,414,9.0,Can't Lose Them,2
84126,44,5,450.0,4,1,4,414,9.0,Can't Lose Them,2
84241,199,6,411.0,3,1,4,314,8.0,Champions,2
84272,28,3,97.0,4,1,3,413,8.0,Champions,2
84297,308,4,104.0,3,1,3,313,7.0,Loyal,2
84302,131,2,178.0,4,1,4,414,9.0,Can't Lose Them,2
84339,66,4,57.0,4,1,2,412,7.0,Loyal,2
84703,13,5,260.95,4,1,4,414,9.0,Can't Lose Them,2
84939,41,3,169.0,4,1,4,414,9.0,Can't Lose Them,2
86815,24,4,270.0,4,1,4,414,9.0,Can't Lose Them,2
86871,135,5,254.0,4,1,4,414,9.0,Can't Lose Them,2
86907,182,3,138.95,3,1,4,314,8.0,Champions,2
86964,51,8,299.0,4,1,4,414,9.0,Can't Lose Them,2
86995,129,2,235.0,4,1,4,414,9.0,Can't Lose Them,2
87031,60,7,425.95,4,1,4,414,9.0,Can't Lose Them,2
87044,273,3,230.0,3,1,4,314,8.0,Champions,2
87047,62,4,205.35000000000002,4,1,4,414,9.0,Can't Lose Them,2
87049,358,5,222.95,2,1,4,214,7.0,Loyal,2
87067,5,9,897.75,4,1,4,414,9.0,Can't Lose Them,2
87069,13,13,890.0,4,2,4,424,10.0,Can't Lose Them,2
87087,356,3,255.0,2,1,4,214,7.0,Loyal,2
87099,32,4,191.0,4,1,4,414,9.0,Can't Lose Them,2
87108,175,11,708.0,4,1,4,414,9.0,Can't Lose Them,2
87168,123,3,309.0,4,1,4,414,9.0,Can't Lose Them,2
87176,5,12,825.95,4,1,4,414,9.0,Can't Lose Them,2
87180,131,3,176.9,4,1,4,414,9.0,Can't Lose Them,2
87270,364,5,260.0,2,1,4,214,7.0,Loyal,2
87306,408,4,376.0,2,1,4,214,7.0,Loyal,2
87354,181,5,317.95,3,1,4,314,8.0,Champions,2
87401,372,3,92.0,2,1,3,213,6.0,Potential,2
87424,131,2,316.0,4,1,4,414,9.0,Can't Lose Them,2
87453,13,8,509.0,4,1,4,414,9.0,Can't Lose Them,2
87548,385,3,153.0,2,1,4,214,7.0,Loyal,2
87552,13,3,287.0,4,1,4,414,9.0,Can't Lose Them,2
87606,13,4,202.0,4,1,4,414,9.0,Can't Lose Them,2
87694,134,2,204.0,4,1,4,414,9.0,Can't Lose Them,2
87778,127,8,293.95,4,1,4,414,9.0,Can't Lose Them,2
87784,24,6,417.5,4,1,4,414,9.0,Can't Lose Them,2
87852,53,2,158.0,4,1,4,414,9.0,Can't Lose Them,2
88005,17,6,235.0,4,1,4,414,9.0,Can't Lose Them,2
88092,316,3,208.0,3,1,4,314,8.0,Champions,2
88416,56,10,552.0,4,1,4,414,9.0,Can't Lose Them,2
88523,259,6,217.0,3,1,4,314,8.0,Champions,2
88663,9,5,551.0,4,1,4,414,9.0,Can't Lose Them,2
88754,185,3,186.95,3,1,4,314,8.0,Champions,2
88881,29,4,212.0,4,1,4,414,9.0,Can't Lose Them,2
89078,465,3,197.0,2,1,4,214,7.0,Loyal,2
89079,135,3,186.95,4,1,4,414,9.0,Can't Lose Them,2
89229,220,3,337.0,3,1,4,314,8.0,Champions,2
89297,136,3,456.0,4,1,4,414,9.0,Can't Lose Them,2
89375,196,6,132.8,3,1,4,314,8.0,Champions,2
89410,24,3,353.0,4,1,4,414,9.0,Can't Lose Them,2
89499,23,5,206.0,4,1,4,414,9.0,Can't Lose Them,2
89531,137,3,242.0,4,1,4,414,9.0,Can't Lose Them,2
89533,22,14,1818.0,4,2,4,424,10.0,Can't Lose Them,2
89664,144,3,47.0,4,1,2,412,7.0,Loyal,2
89752,66,3,296.0,4,1,4,414,9.0,Can't Lose Them,2
89986,696,3,199.0,1,1,4,114,6.0,Potential,2
90042,36,7,203.95,4,1,4,414,9.0,Can't Lose Them,2
90554,92,2,357.0,4,1,4,414,9.0,Can't Lose Them,2
90591,255,3,316.0,3,1,4,314,8.0,Champions,2
90705,27,4,320.0,4,1,4,414,9.0,Can't Lose Them,2
90732,95,3,60.0,4,1,2,412,7.0,Loyal,2
90743,93,4,558.0,4,1,4,414,9.0,Can't Lose Them,2
90757,71,4,187.95,4,1,4,414,9.0,Can't Lose Them,2
90763,177,3,83.0,4,1,3,413,8.0,Champions,2
90831,46,5,345.0,4,1,4,414,9.0,Can't Lose Them,2
90860,370,20,1112.0,2,2,4,224,8.0,Champions,2
90876,27,3,178.0,4,1,4,414,9.0,Can't Lose Them,2
90878,97,3,339.0,4,1,4,414,9.0,Can't Lose Them,2
91028,27,3,156.0,4,1,4,414,9.0,Can't Lose Them,2
91140,273,3,196.0,3,1,4,314,8.0,Champions,2
91163,194,5,389.99,3,1,4,314,8.0,Champions,2
91289,215,4,275.0,3,1,4,314,8.0,Champions,2
91586,90,8,719.0,4,1,4,414,9.0,Can't Lose Them,2
91703,70,6,377.0,4,1,4,414,9.0,Can't Lose Them,2
91951,42,4,172.0,4,1,4,414,9.0,Can't Lose Them,2
92118,364,3,173.0,2,1,4,214,7.0,Loyal,2
92208,13,12,633.0,4,1,4,414,9.0,Can't Lose Them,2
92282,123,3,257.0,4,1,4,414,9.0,Can't Lose Them,2
92926,212,2,278.0,3,1,4,314,8.0,Champions,2
92927,45,4,127.0,4,1,3,413,8.0,Champions,2
92929,38,4,222.0,4,1,4,414,9.0,Can't Lose Them,2
92940,39,3,155.0,4,1,4,414,9.0,Can't Lose Them,2
92955,184,3,288.0,3,1,4,314,8.0,Champions,2
92965,109,4,281.95,4,1,4,414,9.0,Can't Lose Them,2
92972,162,6,322.0,4,1,4,414,9.0,Can't Lose Them,2
93012,79,9,287.0,4,1,4,414,9.0,Can't Lose Them,2
93024,252,6,304.0,3,1,4,314,8.0,Champions,2
93081,13,6,506.0,4,1,4,414,9.0,Can't Lose Them,2
93312,124,3,114.49,4,1,3,413,8.0,Champions,2
93384,280,5,511.0,3,1,4,314,8.0,Champions,2
93427,433,5,250.0,2,1,4,214,7.0,Loyal,2
93632,155,8,324.0,4,1,4,414,9.0,Can't Lose Them,2
93734,12,3,182.0,4,1,4,414,9.0,Can't Lose Them,2
93986,165,4,176.0,4,1,4,414,9.0,Can't Lose Them,2
94412,20,4,750.0,4,1,4,414,9.0,Can't Lose Them,2
94419,11,4,226.0,4,1,4,414,9.0,Can't Lose Them,2
94432,69,5,47.0,4,1,2,412,7.0,Loyal,2
94456,66,5,249.0,4,1,4,414,9.0,Can't Lose Them,2
94468,57,4,276.0,4,1,4,414,9.0,Can't Lose Them,2
94623,268,6,778.0,3,1,4,314,8.0,Champions,2
94790,20,6,510.0,4,1,4,414,9.0,Can't Lose Them,2
94827,524,4,332.99,2,1,4,214,7.0,Loyal,2
94862,361,4,208.0,2,1,4,214,7.0,Loyal,2
94961,154,6,412.5,4,1,4,414,9.0,Can't Lose Them,2
94980,81,3,96.0,4,1,3,413,8.0,Champions,2
94987,143,3,147.0,4,1,4,414,9.0,Can't Lose Them,2
95072,298,5,180.0,3,1,4,314,8.0,Champions,2
95079,74,4,175.95,4,1,4,414,9.0,Can't Lose Them,2
95097,15,7,317.85,4,1,4,414,9.0,Can't Lose Them,2
95242,199,3,245.0,3,1,4,314,8.0,Champions,2
95282,290,5,184.0,3,1,4,314,8.0,Champions,2
95504,24,3,127.99000000000001,4,1,3,413,8.0,Champions,2
95511,85,7,367.0,4,1,4,414,9.0,Can't Lose Them,2
95527,120,6,236.0,4,1,4,414,9.0,Can't Lose Them,2
95662,398,5,321.9,2,1,4,214,7.0,Loyal,2
95666,1,8,610.0,4,1,4,414,9.0,Can't Lose Them,2
95673,71,6,316.0,4,1,4,414,9.0,Can't Lose Them,2
95682,18,3,259.0,4,1,4,414,9.0,Can't Lose Them,2
95731,268,5,353.0,3,1,4,314,8.0,Champions,2
95742,89,4,343.9,4,1,4,414,9.0,Can't Lose Them,2
95799,76,6,212.95,4,1,4,414,9.0,Can't Lose Them,2
95855,45,4,252.95,4,1,4,414,9.0,Can't Lose Them,2
95881,204,3,183.0,3,1,4,314,8.0,Champions,2
95903,83,3,322.0,4,1,4,414,9.0,Can't Lose Them,2
95983,16,3,354.0,4,1,4,414,9.0,Can't Lose Them,2
96025,83,2,130.0,4,1,4,414,9.0,Can't Lose Them,2
96045,46,3,203.0,4,1,4,414,9.0,Can't Lose Them,2
96068,184,3,606.0,3,1,4,314,8.0,Champions,2
96097,95,3,117.0,4,1,3,413,8.0,Champions,2
96292,6,16,612.99,4,2,4,424,10.0,Can't Lose Them,2
96307,244,3,166.0,3,1,4,314,8.0,Champions,2
96318,201,9,326.0,3,1,4,314,8.0,Champions,2
96365,334,3,172.0,3,1,4,314,8.0,Champions,2
96441,321,3,97.0,3,1,3,313,7.0,Loyal,2
96524,64,3,197.0,4,1,4,414,9.0,Can't Lose Them,2
96586,123,2,140.0,4,1,4,414,9.0,Can't Lose Them,2
96609,149,3,83.0,4,1,3,413,8.0,Champions,2
96629,28,24,1579.5,4,2,4,424,10.0,Can't Lose Them,2
96744,28,4,287.9,4,1,4,414,9.0,Can't Lose Them,2
96747,5,15,836.8000000000001,4,2,4,424,10.0,Can't Lose Them,2
97846,93,7,593.5,4,1,4,414,9.0,Can't Lose Them,2
99797,142,3,60.0,4,1,2,412,7.0,Loyal,2
101423,57,3,123.0,4,1,3,413,8.0,Champions,2
101545,84,2,214.0,4,1,4,414,9.0,Can't Lose Them,2
102031,67,3,356.0,4,1,4,414,9.0,Can't Lose Them,2
102369,179,5,273.0,3,1,4,314,8.0,Champions,2
102783,126,15,524.95,4,2,4,424,10.0,Can't Lose Them,2
102929,62,3,117.99000000000001,4,1,3,413,8.0,Champions,2
103241,57,8,557.5,4,1,4,414,9.0,Can't Lose Them,2
103251,384,3,153.0,2,1,4,214,7.0,Loyal,2
103292,280,4,129.0,3,1,3,313,7.0,Loyal,2
103429,142,6,439.5,4,1,4,414,9.0,Can't Lose Them,2
103514,201,3,93.9,3,1,3,313,7.0,Loyal,2
103873,70,5,337.0,4,1,4,414,9.0,Can't Lose Them,2
106159,1,8,372.0,4,1,4,414,9.0,Can't Lose Them,2
106213,17,5,148.9,4,1,4,414,9.0,Can't Lose Them,2
106220,13,4,561.0,4,1,4,414,9.0,Can't Lose Them,2
106361,139,17,1162.8000000000002,4,2,4,424,10.0,Can't Lose Them,2
106460,60,3,316.0,4,1,4,414,9.0,Can't Lose Them,2
106486,393,4,251.0,2,1,4,214,7.0,Loyal,2
106665,400,8,464.0,2,1,4,214,7.0,Loyal,2
107118,46,9,324.45,4,1,4,414,9.0,Can't Lose Them,2
107495,493,3,192.0,2,1,4,214,7.0,Loyal,2
108983,240,4,246.0,3,1,4,314,8.0,Champions,2
109119,149,3,92.9,4,1,3,413,8.0,Champions,2
109195,202,3,128.0,3,1,3,313,7.0,Loyal,2
109240,637,3,202.0,1,1,4,114,6.0,Potential,2
109255,67,7,231.95,4,1,4,414,9.0,Can't Lose Them,2
109347,227,8,274.0,3,1,4,314,8.0,Champions,2
109357,88,4,302.9,4,1,4,414,9.0,Can't Lose Them,2
109435,477,3,203.0,2,1,4,214,7.0,Loyal,2
109506,238,4,330.9,3,1,4,314,8.0,Champions,2
109538,124,17,1370.0,4,2,4,424,10.0,Can't Lose Them,2
109558,102,4,125.0,4,1,3,413,8.0,Champions,2
109652,91,2,176.0,4,1,4,414,9.0,Can't Lose Them,2
109745,76,3,200.0,4,1,4,414,9.0,Can't Lose Them,2
109882,188,5,205.0,3,1,4,314,8.0,Champions,2
109972,123,5,229.0,4,1,4,414,9.0,Can't Lose Them,2
110036,67,5,153.89,4,1,4,414,9.0,Can't Lose Them,2
110111,17,3,159.0,4,1,4,414,9.0,Can't Lose Them,2
110142,358,3,162.0,2,1,4,214,7.0,Loyal,2
110473,33,7,356.0,4,1,4,414,9.0,Can't Lose Them,2
110538,28,3,394.0,4,1,4,414,9.0,Can't Lose Them,2
111281,128,4,150.95,4,1,4,414,9.0,Can't Lose Them,2
111297,116,4,205.0,4,1,4,414,9.0,Can't Lose Them,2
111302,520,3,295.0,2,1,4,214,7.0,Loyal,2
111332,115,4,198.0,4,1,4,414,9.0,Can't Lose Them,2
111338,364,4,332.0,2,1,4,214,7.0,Loyal,2
111345,15,9,442.0,4,1,4,414,9.0,Can't Lose Them,2
111374,266,2,347.0,3,1,4,314,8.0,Champions,2
111386,188,3,136.0,3,1,4,314,8.0,Champions,2
111480,33,11,355.0,4,1,4,414,9.0,Can't Lose Them,2
111513,187,5,93.0,3,1,3,313,7.0,Loyal,2
111782,24,4,402.0,4,1,4,414,9.0,Can't Lose Them,2
112037,20,4,206.0,4,1,4,414,9.0,Can't Lose Them,2
112220,58,2,143.0,4,1,4,414,9.0,Can't Lose Them,2
112557,12,4,265.0,4,1,4,414,9.0,Can't Lose Them,2
112581,126,3,233.0,4,1,4,414,9.0,Can't Lose Them,2
112596,94,4,242.0,4,1,4,414,9.0,Can't Lose Them,2
112691,365,4,175.0,2,1,4,214,7.0,Loyal,2
112721,365,5,125.0,2,1,3,213,6.0,Potential,2
112737,98,12,604.5,4,1,4,414,9.0,Can't Lose Them,2
112792,260,3,99.0,3,1,3,313,7.0,Loyal,2
112897,181,4,239.0,3,1,4,314,8.0,Champions,2
113269,285,4,382.0,3,1,4,314,8.0,Champions,2
113293,149,5,174.0,4,1,4,414,9.0,Can't Lose Them,2
113512,79,2,208.0,4,1,4,414,9.0,Can't Lose Them,2
113664,124,4,248.0,4,1,4,414,9.0,Can't Lose Them,2
113676,38,4,273.0,4,1,4,414,9.0,Can't Lose Them,2
113742,42,16,1024.9,4,2,4,424,10.0,Can't Lose Them,2
113942,18,11,1045.0,4,1,4,414,9.0,Can't Lose Them,2
114088,124,5,297.0,4,1,4,414,9.0,Can't Lose Them,2
114199,250,4,273.0,3,1,4,314,8.0,Champions,2
114221,143,3,163.0,4,1,4,414,9.0,Can't Lose Them,2
114518,82,5,556.0,4,1,4,414,9.0,Can't Lose Them,2
114601,41,13,651.0,4,2,4,424,10.0,Can't Lose Them,2
114635,22,7,854.0,4,1,4,414,9.0,Can't Lose Them,2
114653,16,33,1550.0,4,3,4,434,11.0,Can't Lose Them,2
114669,88,5,172.0,4,1,4,414,9.0,Can't Lose Them,2
114739,57,3,192.99,4,1,4,414,9.0,Can't Lose Them,2
114750,95,5,173.0,4,1,4,414,9.0,Can't Lose Them,2
114779,6,24,1655.0,4,2,4,424,10.0,Can't Lose Them,2
114829,123,6,479.0,4,1,4,414,9.0,Can't Lose Them,2
114976,36,4,192.95,4,1,4,414,9.0,Can't Lose Them,2
115340,7,8,508.0,4,1,4,414,9.0,Can't Lose Them,2
115884,14,4,402.0,4,1,4,414,9.0,Can't Lose Them,2
116426,177,7,379.5,4,1,4,414,9.0,Can't Lose Them,2
116561,127,9,854.0,4,1,4,414,9.0,Can't Lose Them,2
116881,12,3,176.0,4,1,4,414,9.0,Can't Lose Them,2
117484,160,11,447.0,4,1,4,414,9.0,Can't Lose Them,2
118252,356,3,255.0,2,1,4,214,7.0,Loyal,2
119215,100,3,44.0,4,1,2,412,7.0,Loyal,2
119386,95,9,369.95,4,1,4,414,9.0,Can't Lose Them,2
120218,446,3,102.99,2,1,3,213,6.0,Potential,2
120449,169,5,237.0,4,1,4,414,9.0,Can't Lose Them,2
120589,209,3,367.0,3,1,4,314,8.0,Champions,2
122464,139,4,64.99,4,1,3,413,8.0,Champions,2
123182,414,4,106.0,2,1,3,213,6.0,Potential,2
123288,460,3,102.0,2,1,3,213,6.0,Potential,2
125165,70,4,219.0,4,1,4,414,9.0,Can't Lose Them,2
125299,92,15,823.0,4,2,4,424,10.0,Can't Lose Them,2
125753,21,3,133.0,4,1,4,414,9.0,Can't Lose Them,2
125808,28,4,129.95,4,1,4,414,9.0,Can't Lose Them,2
126649,265,3,223.0,3,1,4,314,8.0,Champions,2
126652,161,3,734.0,4,1,4,414,9.0,Can't Lose Them,2
126714,431,7,316.0,2,1,4,214,7.0,Loyal,2
126761,9,4,137.9,4,1,4,414,9.0,Can't Lose Them,2
127400,97,3,262.0,4,1,4,414,9.0,Can't Lose Them,2
127806,132,2,286.0,4,1,4,414,9.0,Can't Lose Them,2
128047,202,3,179.0,3,1,4,314,8.0,Champions,2
129027,6,7,485.0,4,1,4,414,9.0,Can't Lose Them,2
129051,364,3,523.0,2,1,4,214,7.0,Loyal,2
129082,118,4,353.0,4,1,4,414,9.0,Can't Lose Them,2
129101,115,5,156.0,4,1,4,414,9.0,Can't Lose Them,2
129181,71,5,238.0,4,1,4,414,9.0,Can't Lose Them,2
131051,298,5,242.99,3,1,4,314,8.0,Champions,2
131056,20,4,462.0,4,1,4,414,9.0,Can't Lose Them,2
131097,289,5,370.0,3,1,4,314,8.0,Champions,2
131374,191,3,136.0,3,1,4,314,8.0,Champions,2
132386,9,3,217.9,4,1,4,414,9.0,Can't Lose Them,2
132495,41,3,287.0,4,1,4,414,9.0,Can't Lose Them,2
132815,213,3,48.0,3,1,2,312,6.0,Potential,2
132825,19,9,508.95,4,1,4,414,9.0,Can't Lose Them,2
132832,5,5,164.0,4,1,4,414,9.0,Can't Lose Them,2
132880,588,3,153.0,1,1,4,114,6.0,Potential,2
133044,304,3,215.0,3,1,4,314,8.0,Champions,2
133301,344,4,100.0,3,1,3,313,7.0,Loyal,2
133354,364,4,208.0,2,1,4,214,7.0,Loyal,2
133448,381,3,388.0,2,1,4,214,7.0,Loyal,2
133527,5,5,198.99,4,1,4,414,9.0,Can't Lose Them,2
135356,103,2,116.0,4,1,3,413,8.0,Champions,2
135454,34,3,138.0,4,1,4,414,9.0,Can't Lose Them,2
135543,67,11,687.99,4,1,4,414,9.0,Can't Lose Them,2
135559,449,4,166.99,2,1,4,214,7.0,Loyal,2
135637,56,2,326.0,4,1,4,414,9.0,Can't Lose Them,2
135739,388,3,129.0,2,1,3,213,6.0,Potential,2
135818,23,8,289.0,4,1,4,414,9.0,Can't Lose Them,2
135955,35,2,252.0,4,1,4,414,9.0,Can't Lose Them,2
136182,465,4,72.0,2,1,3,213,6.0,Potential,2
136696,357,3,252.0,2,1,4,214,7.0,Loyal,2
138272,437,4,406.0,2,1,4,214,7.0,Loyal,2
138299,63,10,367.0,4,1,4,414,9.0,Can't Lose Them,2
138394,137,3,193.0,4,1,4,414,9.0,Can't Lose Them,2
138480,133,5,167.99,4,1,4,414,9.0,Can't Lose Them,2
138585,86,5,124.0,4,1,3,413,8.0,Champions,2
139392,440,3,192.0,2,1,4,214,7.0,Loyal,2
139416,63,4,375.0,4,1,4,414,9.0,Can't Lose Them,2
139429,32,5,192.0,4,1,4,414,9.0,Can't Lose Them,2
139736,307,4,405.0,3,1,4,314,8.0,Champions,2
140079,128,4,132.0,4,1,4,414,9.0,Can't Lose Them,2
140117,2,7,899.0,4,1,4,414,9.0,Can't Lose Them,2
140120,89,3,59.0,4,1,2,412,7.0,Loyal,2
140520,207,4,110.0,3,1,3,313,7.0,Loyal,2
140560,596,3,264.0,1,1,4,114,6.0,Potential,2
140571,108,3,253.0,4,1,4,414,9.0,Can't Lose Them,2
140651,157,4,111.0,4,1,3,413,8.0,Champions,2
140662,88,7,288.0,4,1,4,414,9.0,Can't Lose Them,2
140760,319,3,437.0,3,1,4,314,8.0,Champions,2
140876,280,3,79.0,3,1,3,313,7.0,Loyal,2
140918,129,2,159.0,4,1,4,414,9.0,Can't Lose Them,2
141110,95,2,131.0,4,1,4,414,9.0,Can't Lose Them,2
141131,49,5,200.0,4,1,4,414,9.0,Can't Lose Them,2
141172,534,3,207.0,1,1,4,114,6.0,Potential,2
141238,194,3,353.0,3,1,4,314,8.0,Champions,2
141240,266,5,269.0,3,1,4,314,8.0,Champions,2
141318,288,3,215.0,3,1,4,314,8.0,Champions,2
141551,67,5,252.95,4,1,4,414,9.0,Can't Lose Them,2
141596,22,10,744.0,4,1,4,414,9.0,Can't Lose Them,2
141610,195,2,269.95,3,1,4,314,8.0,Champions,2
141619,35,3,95.0,4,1,3,413,8.0,Champions,2
141630,28,3,457.0,4,1,4,414,9.0,Can't Lose Them,2
141645,66,6,270.0,4,1,4,414,9.0,Can't Lose Them,2
141667,277,3,62.0,3,1,2,312,6.0,Potential,2
141731,231,3,114.0,3,1,3,313,7.0,Loyal,2
141821,99,5,240.5,4,1,4,414,9.0,Can't Lose Them,2
141845,62,4,221.0,4,1,4,414,9.0,Can't Lose Them,2
141851,19,6,134.99,4,1,4,414,9.0,Can't Lose Them,2
141871,3,4,436.0,4,1,4,414,9.0,Can't Lose Them,2
141875,508,3,155.0,2,1,4,214,7.0,Loyal,2
141917,93,13,983.5999999999999,4,2,4,424,10.0,Can't Lose Them,2
141919,17,8,946.0,4,1,4,414,9.0,Can't Lose Them,2
141956,266,3,294.0,3,1,4,314,8.0,Champions,2
142170,22,10,636.0,4,1,4,414,9.0,Can't Lose Them,2
142206,183,6,193.95,3,1,4,314,8.0,Champions,2
142208,47,6,432.0,4,1,4,414,9.0,Can't Lose Them,2
142211,22,22,1021.1999999999999,4,2,4,424,10.0,Can't Lose Them,2
142232,91,3,58.989999999999995,4,1,2,412,7.0,Loyal,2
142246,365,6,371.0,2,1,4,214,7.0,Loyal,2
142270,21,4,172.0,4,1,4,414,9.0,Can't Lose Them,2
142350,90,14,973.0,4,2,4,424,10.0,Can't Lose Them,2
142380,90,3,113.0,4,1,3,413,8.0,Champions,2
142410,41,3,197.0,4,1,4,414,9.0,Can't Lose Them,2
142440,7,5,507.0,4,1,4,414,9.0,Can't Lose Them,2
142518,102,3,284.0,4,1,4,414,9.0,Can't Lose Them,2
142609,384,5,437.0,2,1,4,214,7.0,Loyal,2
142637,46,3,127.0,4,1,3,413,8.0,Champions,2
142639,23,2,668.0,4,1,4,414,9.0,Can't Lose Them,2
142978,71,8,861.0,4,1,4,414,9.0,Can't Lose Them,2
142985,19,3,173.99,4,1,4,414,9.0,Can't Lose Them,2
142999,58,2,139.0,4,1,4,414,9.0,Can't Lose Them,2
143016,478,4,205.0,2,1,4,214,7.0,Loyal,2
143058,169,2,345.0,4,1,4,414,9.0,Can't Lose Them,2
143078,91,2,118.95,4,1,3,413,8.0,Champions,2
143110,397,3,195.0,2,1,4,214,7.0,Loyal,2
143122,325,3,183.0,3,1,4,314,8.0,Champions,2
143126,173,3,114.0,4,1,3,413,8.0,Champions,2
143145,67,5,151.95,4,1,4,414,9.0,Can't Lose Them,2
143177,56,5,331.0,4,1,4,414,9.0,Can't Lose Them,2
143195,36,4,495.95,4,1,4,414,9.0,Can't Lose Them,2
143200,58,3,292.0,4,1,4,414,9.0,Can't Lose Them,2
143210,20,5,176.0,4,1,4,414,9.0,Can't Lose Them,2
144081,207,5,364.0,3,1,4,314,8.0,Champions,2
144579,179,4,96.99,3,1,3,313,7.0,Loyal,2
144763,225,3,396.95,3,1,4,314,8.0,Champions,2
145387,148,3,405.0,4,1,4,414,9.0,Can't Lose Them,2
145452,206,4,327.0,3,1,4,314,8.0,Champions,2
145682,76,14,337.45,4,2,4,424,10.0,Can't Lose Them,2
145820,4,13,550.0,4,2,4,424,10.0,Can't Lose Them,2
145878,96,3,138.0,4,1,4,414,9.0,Can't Lose Them,2
145944,36,8,438.95,4,1,4,414,9.0,Can't Lose Them,2
145986,56,2,245.0,4,1,4,414,9.0,Can't Lose Them,2
146019,36,3,97.0,4,1,3,413,8.0,Champions,2
146103,56,9,623.0,4,1,4,414,9.0,Can't Lose Them,2
146181,383,4,251.0,2,1,4,214,7.0,Loyal,2
146191,113,6,490.0,4,1,4,414,9.0,Can't Lose Them,2
146200,334,3,448.0,3,1,4,314,8.0,Champions,2
146274,54,14,937.0,4,2,4,424,10.0,Can't Lose Them,2
146539,154,4,242.0,4,1,4,414,9.0,Can't Lose Them,2
146557,132,4,185.0,4,1,4,414,9.0,Can't Lose Them,2
146685,99,15,632.95,4,2,4,424,10.0,Can't Lose Them,2
146905,123,2,189.0,4,1,4,414,9.0,Can't Lose Them,2
147073,149,4,321.0,4,1,4,414,9.0,Can't Lose Them,2
147180,286,4,161.0,3,1,4,314,8.0,Champions,2
147264,78,5,181.0,4,1,4,414,9.0,Can't Lose Them,2
147288,322,3,577.0,3,1,4,314,8.0,Champions,2
147297,58,3,454.99,4,1,4,414,9.0,Can't Lose Them,2
147790,103,2,176.0,4,1,4,414,9.0,Can't Lose Them,2
147802,59,7,365.95,4,1,4,414,9.0,Can't Lose Them,2
147813,236,3,230.0,3,1,4,314,8.0,Champions,2
147821,448,3,190.0,2,1,4,214,7.0,Loyal,2
